         80388559 function calls (80327522 primitive calls) in 198.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/filters.py:166(CustomFilters)
        4    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2080(dtype)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/format.py:793(truncate)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/cell/read_only.py:10(ReadOnlyCell)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexers/utils.py:382(check_key_length)
       19    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/lib/function_base.py:5191(_insert_dispatcher)
       12    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:1063(<genexpr>)
       47    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:149(ColorList)
       19    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numeric.py:1406(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/utils/units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/workbook.py:78(PivotCache)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:564(GeomGuide)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:448(GeomGuide)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/differential.py:50(DifferentialStyleList)
        5    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/borders.py:105(__iter__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/pie_chart.py:76(PieChart3D)
        7    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/manifest.py:157(findall)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:371(GroupMember)
       12    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2661(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:219(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_openpyxl.py:559(_workbook_class)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1901(is_view)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py:167(DefinedNameList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:612(TextNormalAutofit)
        5    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.is_matching_na}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_read_only.py:18(ReadOnlyWorksheet)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:684(_check_compression)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/namespace.py:4(namespaced)
        7    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/worksheet.py:453(rows)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementTree.py:1240(IterParseIterator)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:576(is_excluded_dtype)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/strings.py:3(<module>)
       17    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/categorical.py:475(dtype)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/_chart.py:27(AxId)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:1073(__subclasshook__)
       19    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/multiarray.py:883(bincount)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_base.py:1546(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/excel.py:62(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:408(AdjPoint2D)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:899(_validate_key_length)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/connector.py:34(ConnectorLocking)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/workbook.py:302(worksheets)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/comments/author.py:11(AuthorList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:666(values)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:452(_maybe_downcast)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py:178(_cleanup)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:276(TabStopList)
        9    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/readers.py:2132(_extract_dialect)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:137(RgbColor)
        9    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/properties.py:39(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:1819(__del__)
       13    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:97(value)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:493(LineBreak)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:1313(count_empty_vals)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/effect.py:163(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:616(AutoSortScope)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/series.py:175(XYSeries)
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/csvs.py:130(_get_index_label_flat)
        4    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/utils/cell.py:115(column_index_from_string)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_base.py:1775(__del__)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/base.py:163(array)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/cell_range.py:420(MultiCellRange)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_util.py:182(maybe_convert_usecols)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:434(ConnectionSiteList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:461(GeomGuideList)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:206(_check_generic)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:433(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/dimensions.py:282(SheetDimension)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/named_styles.py:99(_set_index)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:102(_noop)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/common.py:213(count_not_none)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:379(Path2DList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/relationship.py:55(RelationshipList)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/worksheet.py:405(iter_rows)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/numbers.py:56(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/format.py:725(_calc_max_cols_fitted)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2574(convert_missing_indexer)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/graphic.py:122(GraphicObject)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:359(__exit__)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:282(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/excel/_base.py:1538(<genexpr>)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:209(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:1406(namelist)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:353(__init__)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:919(_maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/zipfile.py:1311(__exit__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/flags.py:98(__getitem__)
        8    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/util/version/__init__.py:346(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/line.py:73(DashStopList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:47(HierarchyUsage)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_writer.py:44(WorksheetWriter)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/surface_chart.py:42(BandFormatList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/geometry.py:569(StyleMatrixReference)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:1537(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/formula/tokenizer.py:324(Token)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/comments/comments.py:4(Comment)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/smart_tags.py:30(SmartTagList)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:270(escape)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/format.py:691(_initialize_columns)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/table.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:349(attrs)
        4    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2033(external_values)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/cell_range.py:426(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/effect.py:368(SoftEdgesEffect)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/named_styles.py:251(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/excel.py:68(ExtensionList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/hyperlink.py:38(HyperlinkList)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chartsheet/custom.py:51(CustomChartsheetViews)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:452(_clean_mapping)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:173(ServerFormatList)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/utils/bound_dictionary.py:17(__init__)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/csvs.py:163(_initialize_chunksize)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:59(ColHierarchiesUsage)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2612(is_nested_tuple)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5026(_join_monotonic)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:514(_bool_arith_check)
       26    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7fc23f378d30}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:606(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/pie_chart.py:114(CustomSplit)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/effect.py:120(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/differential.py:62(__init__)
       23    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/effect.py:130(AlphaReplaceEffect)
        2    0.000    0.000    0.000    0.000 {built-in method utcnow}
       10    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numeric.py:2398(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/serialisable.py:24(Serialisable)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/format.py:736(_calc_max_rows_fitted)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:691(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:878(PageItem)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/writer/excel.py:45(ExcelWriter)
       15    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:848(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:604(RowColField)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/csvs.py:104(header)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:577(GeomGuideList)
       31    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:890(Page)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/cache.py:491(FieldUsage)
        3    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:1108(_validate_key)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/effect.py:140(AlphaModulateFixedEffect)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:525(treat_as_nested)
       19    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/cell_style.py:26(__get__)
        6    0.000    0.000    0.000    0.000 {built-in method gc.get_referents}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/range.py:907(<listcomp>)
        9    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:209(<setcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:363(is_sequence)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/workbook.py:308(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/fill.py:105(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/util/_decorators.py:218(_format_argument_list)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:218(_acquireLock)
       12    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2672(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/dataclasses.py:1045(is_dataclass)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/external_link/external.py:93(ExternalSheetNames)
        4    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/format.py:769(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:80(RowHierarchiesUsage)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:1064(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/_reader.py:85(WorkSheetParser)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:1182(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/formatting/rule.py:119(ColorScale)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:402(_checknetloc)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/numbers.py:187(__init__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/data_source.py:171(Level)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/formatting/rule.py:61(RuleType)
        7    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:298(is_named_tuple)
        2    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py:144(is_reserved)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/excel.py:99(__set__)
        9    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4344(_validate_can_reindex)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/external_link/external.py:81(ExternalSheetDataSet)
       14    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:302(__subclasshook__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/merge.py:17(MergeCell)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/workbook.py:161(active)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/xdr.py:24(XDRTransform2D)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/cell/cell.py:297(MergedCell)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:701(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1049(_init)
       10    0.000    0.000    0.000    0.000 {method 'append' of 'xml.etree.ElementTree.Element' objects}
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/range.py:896(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:689(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/excel.py:116(ExcelReader)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:711(__eq__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:669(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method '_from_backing_data' of 'pandas._libs.arrays.NDArrayBacked' objects}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/stylesheet.py:149(custom_formats)
        2    0.000    0.000    0.000    0.000 {method 'increment_above' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:196(external_values)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/categorical.py:715(categories)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/_writer.py:47(WorkbookWriter)
        1    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/protection.py:16(_Protected)
        6    0.000    0.000    0.000    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:4122(_check_is_chained_assignment_possible)
